,user_id,book_id,rating
643,52659,3181,4
644,52762,3181,5
647,49546,3181,5
650,53136,3181,3
654,48445,3181,4
655,53376,3181,4
656,15002,3181,5
657,47819,3181,5
663,33020,3328,3
668,31130,3328,5
669,40379,3328,3
672,26378,3328,5
675,13562,3328,4
676,29780,3328,3
677,41676,3328,4
691,44583,3328,4
697,8738,3328,4
699,45474,3328,3
700,32386,3328,3
705,41575,3328,3
709,34836,3328,3
716,24472,3328,3
720,47310,3328,5
724,42616,3328,4
726,47757,3328,5
727,47758,3328,4
728,5220,3328,3
733,45111,3328,1
752,13641,3328,3
754,21270,3328,4
767,50747,3328,5
768,29313,3328,4
770,41521,3328,2
771,20136,3328,3
772,45120,3328,1
774,38016,3328,4
775,51869,3328,2
797,52656,3328,2
801,47947,3328,3
804,4064,3328,3
807,11026,3328,2
809,30897,3328,3
814,49539,3328,3
816,26402,3328,4
818,52349,3328,3
819,30403,3328,3
820,47905,3328,4
848,22733,3328,3
856,44228,3389,4
868,17949,3389,4
869,26110,3389,4
873,42013,3389,4
874,34258,3389,2
879,14078,3389,4
884,49080,3389,4
893,41946,3389,3
895,45474,3389,4
904,43791,3389,2
914,42041,3389,5
929,44875,3389,4
930,50505,3389,2
947,45425,3389,3
952,50834,3389,3
953,48651,3389,1
960,52110,3389,3
964,9839,3389,2
965,41223,3389,4
966,41548,3389,2
967,51850,3389,3
972,48455,3389,4
973,39095,3389,4
976,48105,3389,3
979,51729,3389,1
990,52267,3389,3
1004,45213,3389,5
1010,47158,3389,3
1011,33074,3389,3
1014,53386,3389,4
1027,1883,3415,4
1029,6245,3415,4
1030,6444,3415,3
1033,6839,3415,3
1039,2288,3415,3
1051,2719,3415,5
1059,22094,3415,5
1071,26372,3415,2
1076,27475,3415,3
1077,27729,3415,2
1081,27389,3415,5
1086,15939,3415,4
1089,12063,3415,4
1091,34228,3415,5
1092,34502,3415,4
1094,34974,3415,2
1106,41113,3415,3
1108,42070,3415,5
1120,46071,3415,4
1123,16651,3415,2
1129,46922,3415,3
1130,36443,3415,3
1131,47668,3415,5
1140,49288,3415,5
1148,50102,3415,5
1162,53208,3415,3
1166,44396,3415,3
1167,42961,3415,3
1169,52719,3415,2
1171,2748,3695,5
1174,3684,3695,5
1176,3507,3695,5
1185,14565,3695,3
1194,14021,3695,3
1196,18207,3695,4
1207,13616,3695,5
1208,20304,3695,5
1215,23918,3695,3
1223,27430,3695,4
1225,16182,3695,4
1227,15525,3695,1
1230,28939,3695,5
1231,31881,3695,1
1244,18536,3695,5
1245,2256,3695,5
1246,38593,3695,4
1247,24171,3695,5
1253,41827,3695,4
1254,41851,3695,3
1258,18305,3695,4
1260,44242,3695,4
1268,6031,3695,5
1277,6435,3695,3
1278,10203,3695,4
1285,50143,3695,4
1291,47042,3695,5
1305,53151,3695,4
1308,15612,3695,5
1309,35304,3695,4
1312,10235,3695,3
1314,9714,3695,5
1325,51238,3695,4
1329,3511,3695,4
1333,12081,3695,5
1340,1305,3785,3
1342,2370,3785,4
1345,1124,3785,4
1361,15184,3785,4
1368,17720,3785,4
1372,18589,3785,5
1374,19206,3785,5
1376,20304,3785,4
1377,20775,3785,1
1395,22542,3785,4
1402,31283,3785,4
1406,34952,3785,3
1408,36056,3785,3
1413,38014,3785,5
1415,7997,3785,4
1419,38718,3785,5
1421,22927,3785,4
1424,8178,3785,5
1429,41519,3785,2
1430,41581,3785,5
1442,43296,3785,3
1446,44104,3785,4
1451,45447,3785,5
1460,46656,3785,4
1463,4644,3785,4
1469,47211,3785,4
1471,44542,3785,5
1480,15710,3785,5
1482,49872,3785,3
1494,51445,3785,1
1504,52659,3785,4
1505,53136,3785,3
1512,44623,3785,4
1518,10234,3785,5
1521,6174,3891,2
1528,10923,3891,4
1535,12561,3891,4
1540,14569,3891,3
1546,17904,3891,1
1550,19420,3891,5
1555,20530,3891,3
1557,20931,3891,3
1559,21946,3891,2
1562,23092,3891,3
1572,25341,3891,3
1577,28000,3891,4
1586,30168,3891,3
1597,34235,3891,4
1599,34350,3891,4
1600,17743,3891,3
1602,34633,3891,3
1604,34980,3891,5
1612,38076,3891,5
1614,38372,3891,5
1618,38174,3891,2
1619,39734,3891,5
1639,43556,3891,2
1644,44840,3891,4
1653,46540,3891,4
1659,47886,3891,2
1660,46343,3891,5
1670,47896,3891,5
1672,50638,3891,5
1673,51166,3891,3
1674,51590,3891,3
1675,29949,3891,2
1678,52034,3891,2
1683,1551,3891,4
1685,5649,3939,4
1687,10093,3939,5
1692,17720,3939,3
1695,19206,3939,5
1698,20775,3939,1
1711,24815,3939,4
1716,26582,3939,2
1717,27718,3939,4
1718,27853,3939,4
1722,23855,3939,5
1723,29379,3939,5
1739,33620,3939,3
1744,28368,3939,4
1755,38718,3939,5
1757,39950,3939,3
1758,40109,3939,5
1763,41386,3939,3
1764,41519,3939,2
1779,45447,3939,5
1785,32531,3939,5
1800,49872,3939,3
1808,51445,3939,2
1813,34995,3939,5
1817,53136,3939,3
1825,5058,3983,5
1826,6467,3983,5
1829,7232,3983,5
1837,8121,3983,4
1843,8166,3983,5
1845,9859,3983,3
1848,11670,3983,4
1851,9188,3983,5
1852,12184,3983,5
1853,10682,3983,3
1854,8595,3983,3
1858,13132,3983,5
1871,18238,3983,4
1884,14047,3983,3
1892,30341,3983,5
1897,31197,3983,5
1899,31851,3983,5
1903,33717,3983,5
1906,34857,3983,4
1910,16481,3983,5
1919,37196,3983,5
1920,29685,3983,3
1921,14600,3983,5
1937,43628,3983,4
1956,18109,3983,3
1958,47346,3983,4
1975,49844,3983,4
1983,49567,3983,5
1994,52385,3983,3
1998,52367,3983,5
2001,45994,3983,5
2005,44167,3983,4
2024,28427,4203,5
2025,30084,4203,4
2028,31942,4203,4
2035,7137,4203,5
2038,12701,4203,5
2043,35587,4203,4
2046,37328,4203,4
2049,24764,4203,3
2052,37170,4203,3
2059,21776,4203,5
2069,32839,4203,4
2074,40849,4203,4
2078,38824,4203,3
2081,42125,4203,5
2082,42943,4203,4
2090,8961,4203,5
2098,16414,4203,2
2105,3643,4203,4
2109,30751,4203,4
2126,27365,4203,5
2127,5285,4203,5
2133,17658,4203,4
2144,38675,4203,3
2156,24472,4203,4
2161,23506,4203,4
2174,41311,4203,5
2186,47979,4203,5
2187,13562,4203,3
2202,982,4205,4
2208,15376,4205,4
2211,17216,4205,5
2215,20777,4205,4
2218,20113,4205,5
2220,23518,4205,5
2233,33101,4205,4
2240,39132,4205,4
2246,40897,4205,3
2248,41509,4205,5
2250,23609,4205,5
2257,36515,4205,4
2260,46639,4205,5
2270,38436,4205,4
2278,27383,4205,5
2280,48262,4205,4
2285,50705,4205,4
2287,33835,4205,5
2293,51538,4205,5
2296,45184,4205,5
2299,40689,4205,4
2303,52563,4205,4
2308,49553,4205,4
2315,13646,4205,3
2346,2644,4287,5
2349,4082,4287,5
2354,7911,4287,3
2372,8119,4287,5
2375,13291,4287,5
2381,14656,4287,4
2386,16048,4287,2
2393,18373,4287,2
2394,8211,4287,4
2396,18808,4287,3
2399,10790,4287,4
2400,19482,4287,5
2401,19211,4287,4
2404,21338,4287,3
2410,22289,4287,4
2413,23287,4287,3
2416,23691,4287,3
2417,24241,4287,3
2418,21938,4287,4
2420,24692,4287,4
2422,24822,4287,5
2426,25577,4287,3
2433,27977,4287,4
2442,23401,4287,5
2443,30485,4287,5
2446,31399,4287,3
2456,34023,4287,4
2460,35206,4287,5
2461,35472,4287,4
2470,38587,4287,5
2484,42402,4287,4
2487,43774,4287,5
2490,45641,4287,3
2494,16319,4287,3
2497,46941,4287,5
2498,43157,4287,4
2500,47822,4287,5
2502,30716,4287,1
2504,49407,4287,5
2507,34894,4287,5
2518,11548,4287,5
2520,51139,4287,4
2524,21485,4287,5
2525,18136,4287,5
2530,5058,4303,5
2531,6467,4303,5
2534,7232,4303,5
2542,8121,4303,4
2548,8166,4303,5
2550,9859,4303,3
2553,11670,4303,4
2555,9188,4303,5
2558,12184,4303,5
2559,10682,4303,3
2560,8595,4303,3
2564,13132,4303,5
2575,18238,4303,4
2588,14047,4303,3
2595,30341,4303,5
2600,31197,4303,5
2602,31851,4303,5
2606,33717,4303,5
2609,34857,4303,4
2613,16481,4303,5
2621,29685,4303,3
2622,14600,4303,5
2638,43628,4303,4
2658,18109,4303,4
2660,47346,4303,4
2674,49844,4303,4
2682,49567,4303,5
2692,52385,4303,3
2695,52367,4303,5
2698,45994,4303,4
2707,44167,4303,5
2716,4527,4344,5
2732,41540,4344,5
2736,15106,4344,5
2739,25138,4344,5
2742,9851,4344,5
2746,23479,4344,5
2757,42641,4344,5
2766,31144,4344,5
2768,4339,4344,5
2771,29652,4344,5
2777,29295,4344,3
2790,35818,4344,5
2792,42312,4344,5
2796,35262,4344,5
2810,49482,4344,5
2815,11905,4344,5
2820,48739,4344,5
2825,19929,4344,5
2827,51590,4344,5
2828,18937,4344,5
2830,52052,4344,5
2831,52294,4344,5
2835,8337,4344,4
2836,52659,4344,3
2851,38650,4344,4
2852,34167,4344,5
2854,46671,4344,5
2855,53332,4344,5
2863,38808,4344,5
2865,4142,4344,5
2867,33180,4344,5
2868,41018,4344,3
2871,32513,4344,5
2882,37128,4344,5
2886,29065,4344,4
2893,18264,4344,5
2897,2368,4366,4
2917,35243,4366,4
2920,35727,4366,3
2926,37902,4366,5
2931,24171,4366,4
2934,40725,4366,3
2944,43296,4366,3
2951,47757,4366,5
2954,11749,4366,4
2956,48579,4366,5
2966,40041,4366,4
2973,53405,4366,3
2980,30119,4366,4
2981,36228,4366,4
2984,2377,4404,4
2988,4048,4404,5
2993,4120,4404,4
3000,9442,4404,5
3007,14626,4404,4
3021,20128,4404,5
3026,21533,4404,4
3029,22379,4404,5
3030,19610,4404,4
3033,24963,4404,3
3034,25714,4404,3
3038,26807,4404,4
3042,30038,4404,5
3045,16337,4404,5
3053,9610,4404,4
3054,34857,4404,4
3058,37084,4404,3
3066,33299,4404,4
3068,34695,4404,4
3069,10127,4404,3
3077,33214,4404,3
3082,35081,4404,2
3087,44660,4404,5
3090,26590,4404,4
3095,46946,4404,2
3096,47176,4404,4
3098,39391,4404,2
3115,35185,4404,4
3116,51345,4404,5
3120,52657,4404,5
3127,45074,4404,4
3130,32761,4404,5
3135,5038,4405,5
3141,2682,4405,2
3153,10421,4405,3
3154,17517,4405,5
3159,18652,4405,5
3173,24751,4405,5
3175,26052,4405,1
3184,29149,4405,4
3185,7728,4405,5
3187,16004,4405,5
3195,31720,4405,3
3200,33252,4405,1
3213,7988,4405,5
3217,36169,4405,3
3223,37254,4405,5
3224,37323,4405,3
3225,37931,4405,3
3227,38076,4405,5
3236,39330,4405,5
3239,39604,4405,1
3242,39876,4405,4
3249,40537,4405,3
3253,12493,4405,3
3265,43263,4405,4
3273,6222,4405,4
3286,46022,4405,2
3289,44522,4405,5
3290,166,4405,4
3302,51297,4405,3
3304,17467,4405,4
3307,52340,4405,4
3311,53284,4405,4
3313,48405,4405,4
3314,41762,4405,5
3315,20237,4405,5
3316,31355,4405,3
3329,3949,4482,5
3331,4082,4482,2
3332,2057,4482,5
3337,2795,4482,2
3340,7636,4482,3
3341,7950,4482,3
3348,10414,4482,3
3359,12991,4482,4
3360,13291,4482,5
3364,13072,4482,3
3367,13968,4482,2
3370,15150,4482,5
3378,18576,4482,1
3381,19482,4482,5
3387,21177,4482,4
3389,21338,4482,4
3391,22289,4482,3
3395,23287,4482,5
3400,23691,4482,2
3402,20233,4482,4
3404,3372,4482,4
3406,24951,4482,4
3411,23401,4482,2
3416,27977,4482,3
3418,8119,4482,3
3422,29642,4482,5
3431,31586,4482,5
3433,31254,4482,3
3434,33214,4482,2
3441,35472,4482,5
3443,31057,4482,1
3462,41086,4482,5
3466,43047,4482,5
3471,19211,4482,5
3477,43946,4482,3
3480,46729,4482,5
3482,46904,4482,5
3484,46941,4482,5
3486,35057,4482,3
3487,47278,4482,4
3491,19132,4482,5
3495,35610,4482,4
3498,17190,4482,3
3505,52711,4482,4
3509,53037,4482,5
3532,25959,4519,2
3538,22384,4519,2
3539,27179,4519,4
3547,28188,4519,5
3549,28429,4519,5
3560,30014,4519,3
3563,30200,4519,2
3566,30703,4519,5
3580,32034,4519,5
3582,31785,4519,4
3593,43972,4519,5
3603,45115,4519,4
3606,45364,4519,4
3611,45885,4519,5
3619,46643,4519,1
3621,46926,4519,3
3622,47032,4519,5
3624,26989,4519,5
3626,47664,4519,4
3627,47757,4519,5
3631,48592,4519,5
3640,49817,4519,3
3645,50105,4519,4
3659,51263,4519,5
3671,52299,4519,5
3672,52565,4519,5
3683,1874,4519,4
3685,699,4526,5
3697,4788,4526,5
3708,472,4526,4
3734,13688,4526,4
3745,15985,4526,4
3748,13256,4526,4
3750,19547,4526,4
3754,22577,4526,4
3763,26209,4526,5
3766,28831,4526,4
3783,2557,4526,4
3803,42920,4526,3
3807,6260,4526,4
3809,24852,4526,5
3816,45543,4526,5
3821,45032,4526,5
3830,52255,4526,4
3831,44104,4526,4
3834,6684,4526,3
3840,8097,4526,4
3856,43563,4526,3
3867,25916,4529,4
3870,15863,4529,5
3873,34734,4529,5
3882,35727,4529,4
3890,35995,4529,5
3898,33462,4529,5
3903,36671,4529,3
3912,36991,4529,4
3918,37205,4529,4
3920,37282,4529,5
3923,37407,4529,3
3924,37416,4529,3
3926,36690,4529,5
3928,12408,4529,3
3931,37571,4529,3
3932,1904,4529,4
3943,37898,4529,5
3954,38062,4529,3
3956,38482,4529,4
3957,34927,4529,3
3958,39250,4529,4
3970,34724,4529,4
3981,15749,4529,3
3984,43773,4529,4
3987,43967,4529,5
3993,36163,4529,4
4000,44423,4529,4
4002,44446,4529,4
4010,1396,4529,5
4015,44793,4529,5
4017,47197,4529,5
4019,47315,4529,4
4026,49394,4529,5
4028,8227,4529,3
4032,10766,4529,4
4046,6467,4593,3
4049,7232,4593,5
4057,8121,4593,4
4061,8166,4593,5
4063,9859,4593,3
4066,11670,4593,4
4068,9188,4593,5
4071,12184,4593,5
4072,10682,4593,3
4078,13132,4593,5
4089,18238,4593,5
4102,14047,4593,3
4109,30341,4593,5
4114,31197,4593,5
4116,31851,4593,5
4120,33717,4593,5
4126,16481,4593,5
4136,29685,4593,3
4137,14600,4593,5
4168,18109,4593,4
4184,49844,4593,4
4191,49567,4593,5
4200,52385,4593,3
4203,52367,4593,4
4205,45994,4593,4
4215,44167,4593,5
4229,4240,4699,3
4240,5073,4699,3
4255,18975,4699,3
4267,21616,4699,4
4274,15862,4699,5
4276,24406,4699,5
4277,11565,4699,4
4282,26508,4699,4
4284,26768,4699,4
4291,28605,4699,4
4293,28795,4699,4
4301,30850,4699,4
4309,33440,4699,4
4314,34528,4699,5
4317,35195,4699,3
4320,35243,4699,2
4324,35438,4699,5
4326,35661,4699,4
4327,35727,4699,4
4333,36965,4699,3
4335,38237,4699,4
4336,34491,4699,4
4343,41386,4699,4
4348,41701,4699,3
4349,42257,4699,3
4351,7356,4699,2
4353,40455,4699,4
4359,45587,4699,4
4374,48461,4699,4
4375,49602,4699,5
4380,50965,4699,5
4385,1243,4699,3
4390,48659,4699,4
4394,3511,4699,4
4405,9432,4707,4
4411,12055,4707,3
4413,12783,4707,5
4416,15114,4707,4
4426,18703,4707,4
4427,19574,4707,2
4428,20453,4707,3
4436,22863,4707,5
4451,26535,4707,4
4452,24604,4707,3
4453,26807,4707,3
4455,28706,4707,5
4465,20806,4707,3
4468,11772,4707,4
4474,35868,4707,3
4475,29439,4707,2
4477,26542,4707,4
4482,39775,4707,4
4483,39878,4707,4
4485,41109,4707,4
4490,42000,4707,5
4491,43132,4707,4
4492,43545,4707,1
4508,27931,4707,3
4512,26521,4707,2
4516,38750,4707,3
4517,51745,4707,5
4521,51889,4707,5
4526,32448,4707,4
4541,6774,4732,4
4542,3839,4732,3
4543,7241,4732,4
4546,2462,4732,3
4549,8767,4732,2
4551,9410,4732,3
4552,9605,4732,5
4555,10923,4732,4
4558,6835,4732,4
4563,2596,4732,3
4568,12561,4732,1
4577,17921,4732,2
4578,18553,4732,4
4580,19253,4732,5
4590,21755,4732,3
4593,3491,4732,4
4603,26035,4732,4
4607,26740,4732,4
4633,34235,4732,4
4642,38051,4732,4
4643,38076,4732,5
4646,39878,4732,4
4655,35497,4732,4
4658,25169,4732,3
4663,44840,4732,3
4665,45209,4732,3
4668,45944,4732,2
4674,47137,4732,4
4675,45255,4732,5
4688,39907,4732,3
4693,1557,4732,4
4694,23636,4732,5
4697,1092,4732,4
4701,17445,4732,4
4713,10320,4737,3
4720,13870,4737,4
4722,19989,4737,2
4740,18222,4737,3
4746,30021,4737,4
4750,31748,4737,2
4759,21957,4737,3
4760,33639,4737,5
4763,36083,4737,3
4773,36934,4737,5
4775,34124,4737,2
4780,23689,4737,3
4789,15108,4737,2
4796,17176,4737,4
4810,47366,4737,5
4815,13993,4737,3
4821,19132,4737,5
4823,45192,4737,4
4825,36505,4737,4
4834,36937,4737,5
4835,52006,4737,5
4837,26048,4737,5
4838,21373,4737,3
4860,51449,4737,4
4862,171,4763,3
4864,841,4763,3
4870,2370,4763,3
4880,3542,4763,3
4886,5479,4763,4
4887,5758,4763,4
4890,404,4763,5
4893,2401,4763,4
4897,8521,4763,5
4904,10981,4763,3
4912,14836,4763,2
4914,1322,4763,4
4917,15747,4763,4
4920,17054,4763,2
4921,12758,4763,4
4933,15231,4763,3
4941,25879,4763,3
4948,17982,4763,5
4951,17681,4763,4
4952,32957,4763,4
4955,36109,4763,3
4965,35375,4763,4
4969,8026,4763,3
4978,43136,4763,3
4982,31791,4763,4
4992,46489,4763,4
4993,44036,4763,3
4997,48529,4763,4
5008,46229,4763,5
5014,13089,4763,2
5020,52563,4763,1
5034,49611,4763,2
5044,3276,4766,3
5048,4048,4766,3
5052,6580,4766,4
5057,6110,4766,5
5059,7676,4766,3
5068,11225,4766,3
5070,10414,4766,5
5081,16004,4766,5
5088,15010,4766,4
5103,20532,4766,5
5105,19225,4766,3
5112,19796,4766,3
5136,10279,4766,3
5142,18757,4766,4
5150,20497,4766,3
5152,40563,4766,2
5166,36864,4766,3
5175,45728,4766,5
5176,46292,4766,3
5186,48137,4766,5
5188,46460,4766,1
5197,8337,4766,5
5202,51297,4766,5
5206,52240,4766,5
5209,4873,4766,3
5217,2881,4766,5
5220,45319,4766,5
5227,3173,4766,4
5230,19340,4770,4
5238,12845,4770,4
5244,13141,4770,4
5245,5724,4770,4
5252,19283,4770,2
5258,31506,4770,4
5264,2016,4770,5
5266,25877,4770,4
5267,11026,4770,3
5268,17820,4770,3
5273,46034,4770,4
5275,12908,4770,4
5283,36289,4770,4
5286,17594,4770,2
5300,46172,4770,4
5301,52195,4770,3
5307,18355,4770,3
5308,29083,4770,3
5309,47582,4770,5
5311,53208,4770,3
5318,40234,4770,3
5343,3446,4770,5
5350,5058,4773,5
5351,6467,4773,5
5354,7232,4773,5
5368,8166,4773,5
5370,9859,4773,3
5373,11670,4773,4
5375,9188,4773,5
5378,12184,4773,5
5379,10682,4773,3
5384,13132,4773,5
5395,18238,4773,4
5405,14047,4773,3
5412,30341,4773,5
5416,31197,4773,5
5418,31851,4773,5
5422,33717,4773,4
5428,16481,4773,5
5438,37196,4773,5
5439,29685,4773,3
5444,14600,4773,5
5470,18109,4773,3
5488,49844,4773,4
5495,49567,4773,5
5504,52367,4773,5
5505,45994,4773,4
5518,42061,4773,4
5520,49335,4840,5
5529,4068,4840,4
5533,31726,4840,4
5535,27615,4840,3
5536,32448,4840,5
5544,9080,4840,2
5552,20759,4840,3
5553,37865,4840,2
5566,3501,4840,3
5570,18264,4840,4
5571,2199,4840,4
5574,47245,4840,4
5585,36285,4840,3
5588,48684,4840,4
5597,3268,4840,2
5602,49478,4840,4
5611,47157,4840,4
5617,29663,4840,2
5637,37255,4840,4
5638,6976,4840,3
5649,38492,4840,3
5651,30016,4840,4
5663,47593,4840,2
5668,15945,4840,4
5684,28160,4840,4
5686,14383,4875,5
5690,12426,4875,4
5691,45256,4875,4
5693,7086,4875,4
5698,9080,4875,3
5704,28802,4875,4
5705,26896,4875,5
5712,41015,4875,5
5714,25949,4875,4
5718,44322,4875,3
5719,13402,4875,4
5722,39183,4875,4
5723,21409,4875,4
5728,31301,4875,5
5730,47431,4875,5
5736,13178,4875,3
5737,36260,4875,5
5743,35350,4875,4
5763,34998,4875,3
5770,18824,4875,5
5772,37604,4875,5
5781,22203,4875,3
5784,25314,4875,4
5793,45636,4875,3
5795,15335,4875,3
5796,36135,4875,4
5806,41737,4875,3
5807,19452,4875,4
5808,33144,4875,4
5812,42058,4875,3
5824,16736,4875,3
5827,15970,4875,5
5828,33155,4875,5
5834,11491,4875,4
5837,45914,4875,5
5841,12102,4875,4
5856,39425,4875,3
5858,16729,4875,5
5878,3270,4913,5
5880,7204,4913,3
5887,2038,4913,4
5890,4739,4913,4
5891,7681,4913,5
5894,807,4913,3
5897,13052,4913,4
5898,8093,4913,5
5901,13910,4913,4
5907,18014,4913,4
5910,20237,4913,5
5911,12544,4913,3
5919,14201,4913,4
5937,31399,4913,3
5950,35975,4913,3
5952,30694,4913,5
5966,6724,4913,3
5969,23765,4913,5
5979,44359,4913,5
5989,47822,4913,4
5995,47790,4913,3
6005,52523,4913,2
6007,52701,4913,4
6014,42166,4913,5
6017,11548,4913,5
6018,2989,4913,4
6024,52287,4913,5
6027,7133,4913,4
6028,42509,4913,3
6033,6467,4952,5
6037,7232,4952,5
6042,8121,4952,4
6049,9772,4952,4
6051,8166,4952,5
6053,9859,4952,3
6056,11670,4952,4
6058,9188,4952,5
6060,12184,4952,5
6064,13132,4952,5
6078,18238,4952,5
6088,14047,4952,3
6095,30341,4952,5
6098,31197,4952,5
6100,31851,4952,5
6104,33717,4952,5
6111,16481,4952,5
6112,15353,4952,4
6121,29685,4952,3
6126,14600,4952,4
6136,41575,4952,4
6149,37766,4952,3
6152,18109,4952,3
6157,40097,4952,3
6165,49704,4952,3
6169,49844,4952,4
6175,49567,4952,5
6182,52385,4952,3
6184,52367,4952,5
6188,45994,4952,3
6192,50030,4952,3
6197,44167,4952,4
6204,11302,4963,1
6212,23695,4963,4
6213,25106,4963,2
6215,12866,4963,4
6219,31666,4963,5
6221,31416,4963,4
6229,38531,4963,3
6249,44483,4963,5
6255,41719,4963,5
6256,17811,4963,4
6259,46578,4963,5
6265,24473,4963,3
6269,33522,4963,3
6276,46213,4963,5
6277,42588,4963,3
6284,52974,4963,5
6287,19855,4963,4
6289,43907,4963,4
6290,10974,4963,3
6303,48262,4963,4
6304,48022,4963,4
6305,45252,4963,5
6316,39095,4984,5
6323,5994,4984,3
6335,48684,4984,5
6351,27708,4984,5
6357,12019,4984,5
6359,45944,4984,4
6383,166,4984,4
6384,52240,4984,5
6392,52367,4984,4
6393,10947,4984,2
6403,48514,4984,4
6412,51345,4984,5
6423,24763,4987,4
6430,30310,4987,5
6433,39923,4987,5
6439,45100,4987,5
6440,1396,4987,5
6453,37858,4987,2
6458,26110,4987,4
6460,12374,4987,5
6475,4732,4987,3
6482,39049,4987,4
6483,48287,4987,5
6485,11251,4987,4
6488,16651,4987,4
6490,53136,4987,2
6496,17063,4987,3
6502,35616,4987,3
6503,38675,4987,4
6507,40666,4987,5
6519,49394,4987,4
6522,8732,4987,4
6526,48799,4987,5
6528,52491,4987,4
6533,38572,4987,5
6535,46330,4987,4
6544,722,4987,4
6548,7290,4987,4
6556,38160,4987,4
6560,27713,4987,5
6575,6092,4987,4
6579,17673,4987,5
6584,47231,4987,3
6586,29972,4987,5
6600,33180,4987,3
6608,26243,4987,5
6610,10055,4987,5
6624,4453,4990,3
6626,7855,4990,3
6627,4923,4990,5
6637,12991,4990,5
6639,13291,4990,5
6654,18373,4990,4
6665,23792,4990,5
6666,24115,4990,5
6667,24241,4990,5
6668,25081,4990,5
6675,26679,4990,3
6682,28990,4990,5
6692,30853,4990,5
6700,25577,4990,4
6703,33851,4990,4
6707,35472,4990,5
6708,35748,4990,5
6711,31130,4990,5
6713,37069,4990,3
6721,16048,4990,3
6725,41086,4990,4
6731,41664,4990,4
6734,42613,4990,5
6741,43556,4990,5
6744,43977,4990,5
6746,44855,4990,5
6748,33619,4990,5
6750,45641,4990,4
6752,35057,4990,4
6754,17711,4990,4
6759,46904,4990,5
6760,46941,4990,3
6762,47278,4990,4
6765,47822,4990,5
6776,49407,4990,5
6777,27970,4990,2
6813,1803,5000,4
6819,14060,5000,1
6823,2944,5000,4
6825,17382,5000,5
6826,17412,5000,3
6841,18722,5000,3
6844,23517,5000,5
6848,24341,5000,5
6850,18131,5000,4
6851,19431,5000,4
6854,25561,5000,5
6855,26310,5000,3
6870,14330,5000,5
6872,24473,5000,2
6884,34829,5000,4
6885,20219,5000,4
6887,23506,5000,4
6888,29565,5000,4
6906,39355,5000,5
6910,12175,5000,5
6916,14957,5000,4
6922,43066,5000,5
6929,20507,5000,4
6930,34598,5000,4
6936,30477,5000,5
6947,34135,5000,5
6950,47995,5000,5
6952,36536,5000,4
6956,35664,5000,5
6966,19631,5000,5
6977,34517,5000,3
6982,50367,5000,3
6983,50668,5000,5
6987,51745,5000,5
6991,36095,5040,5
6995,4162,5040,3
6996,36681,5040,3
6997,12675,5040,5
6999,25333,5040,4
7002,31130,5040,4
7004,33634,5040,4
7008,39707,5040,5
7025,42041,5040,5
7028,21668,5040,4
7030,42616,5040,4
7034,3090,5040,4
7037,45990,5040,5
7047,46757,5040,1
7053,40953,5040,3
7057,43193,5040,4
7058,6508,5040,2
7079,49879,5040,5
7085,26761,5040,5
7086,44691,5040,3
